OptimumG Tutorial Tire Data,,,,,,,
i,SA,SR,IA,Fy,Fz,MZ,V
9211,0.738,-0.004,-0.978,-264.5779114,-920.159,1.817731857,26.777
9212,0.778,-0.004,-0.978,-272.8358765,-910.64,1.834186435,26.777
9213,0.828,-0.004,-0.978,-279.6965637,-888.719,1.807826877,26.777
9214,0.868,-0.004,-0.978,-282.9130859,-865.759,1.759153962,26.777
9215,0.908,-0.004,-0.978,-289.1920471,-854.079,1.752063394,26.777
9216,0.948,-0.004,-0.968,-302.2077637,-863.44,1.832980633,26.777
9217,0.988,-0.004,-0.978,-319.3954468,-884.159,1.957662225,26.777
9218,1.038,-0.004,-0.978,-338.9765015,-903.52,2.092370033,26.777
9219,1.068,-0.004,-0.978,-348.4731445,-908.559,2.143139839,26.777
9220,1.108,-0.004,-0.978,-354.1248169,-896.799,2.12093544,26.777
9221,1.148,-0.004,-0.978,-356.4523315,-877.52,2.059567928,26.777
9222,1.198,-0.004,-0.968,-359.7584229,-856.32,1.996574998,26.805
9223,1.228,-0.006,-0.978,-366.1522827,-855.2,1.995242596,26.805
9224,1.278,-0.006,-0.968,-382.478302,-866.64,2.082407475,26.805
9225,1.308,-0.004,-0.978,-399.815033,-890.159,2.22176218,26.805
9226,1.348,-0.006,-0.978,-415.3107605,-904.239,2.303743839,26.805
9227,1.388,-0.004,-0.978,-421.7163086,-897.44,2.29846549,26.805
9228,1.428,-0.004,-0.978,-421.6637878,-877.679,2.212367058,26.805
9229,1.468,-0.004,-0.968,-421.3547668,-858.559,2.133148432,26.777
9230,1.518,-0.004,-0.978,-427.6891479,-849.599,2.097200632,26.777
9231,1.548,-0.004,-0.968,-437.7325134,-857.2,2.148038864,26.777
9232,1.588,-0.004,-0.978,-457.1091309,-878.799,2.264326096,26.777
9233,1.628,-0.004,-0.978,-475.7486572,-898.479,2.377465725,26.777
9234,1.678,-0.004,-0.978,-489.0071716,-903.44,2.411992311,26.777
9235,1.708,-0.004,-0.988,-487.1656799,-888.159,2.326232672,26.777
9236,1.758,-0.004,-0.978,-483.0209961,-862.079,2.195468187,26.749
9237,1.788,-0.004,-0.978,-481.7063904,-849.2,2.128766775,26.749
9238,1.828,-0.004,-0.978,-485.8525085,-843.119,2.096813679,26.749
9239,1.868,-0.004,-0.978,-504.8636475,-863.279,2.200009823,26.749
9240,1.908,-0.004,-0.978,-528.1065674,-890.32,2.342000723,26.777
9241,1.938,-0.004,-0.978,-541.9141235,-904.079,2.414415836,26.777
9242,1.978,-0.006,-0.978,-548.4291382,-902.559,2.389995098,26.805
9243,2.028,-0.006,-0.978,-545.2073364,-881.919,2.26927948,26.805
9244,2.068,-0.007,-0.978,-536.8761597,-857.2,2.12487793,26.805
9245,2.098,-0.006,-0.978,-533.6918335,-843.52,2.054461241,26.805
9246,2.148,-0.006,-0.978,-546.7225952,-851.039,2.080692053,26.805
9247,2.188,-0.006,-0.978,-566.4490356,-871.599,2.175781488,26.805
9248,2.238,-0.006,-0.968,-589.9172363,-895.119,2.290355206,26.777
9249,2.278,-0.004,-0.978,-601.8693848,-902.879,2.321245193,26.777
9250,2.318,-0.004,-0.978,-602.4458618,-893.919,2.258055925,26.777
9251,2.368,-0.004,-0.978,-594.3798218,-870.239,2.115044355,26.777
9252,2.398,-0.004,-0.988,-585.805542,-850.959,2.000479937,26.777
9253,2.438,-0.004,-0.978,-589.4243774,-847.84,1.974531531,26.777
9254,2.488,-0.004,-0.978,-607.7200317,-864,2.032614946,26.749
9255,2.518,-0.004,-0.978,-627.1303711,-885.679,2.12732172,26.749
9256,2.558,-0.004,-0.978,-642.2930298,-899.119,2.175765753,26.749
9257,2.598,-0.004,-0.978,-646.9517822,-897.759,2.14785099,26.749
9258,2.638,-0.004,-0.978,-640.5316772,-881.2,2.043975353,26.749
9259,2.678,-0.004,-0.968,-630.5545654,-860.239,1.927602768,26.749
9260,2.718,-0.006,-0.978,-630.1347046,-853.119,1.860264063,26.777
9261,2.748,-0.006,-0.978,-637.453064,-858.079,1.86728847,26.777
9262,2.788,-0.007,-0.978,-657.2147827,-878.559,1.935274601,26.777
9263,2.828,-0.007,-0.978,-677.2830811,-898.959,2.007962227,26.805
9264,2.868,-0.007,-0.978,-686.3707275,-904.64,2.010137558,26.805
9265,2.918,-0.007,-0.978,-681.6774292,-890.719,1.913787961,26.805
9266,2.958,-0.007,-0.968,-666.9894409,-865.679,1.782574177,26.805
9267,2.998,-0.007,-0.978,-657.5129395,-847.84,1.676454306,26.777
9268,3.038,-0.006,-0.978,-662.402832,-848.559,1.660276294,26.777
9269,3.068,-0.006,-0.978,-679.3637695,-866.479,1.717543125,26.777
9270,3.108,-0.006,-0.978,-702.2199097,-890.559,1.795003176,26.777
9271,3.148,-0.006,-0.978,-723.9818726,-913.119,1.866033196,26.749
9272,3.188,-0.006,-0.978,-723.7678833,-907.84,1.814757943,26.749
9273,3.228,-0.006,-0.978,-711.7857666,-888,1.70321846,26.749
9274,3.268,-0.006,-0.978,-696.2444458,-864.079,1.579974413,26.749
9275,3.318,-0.006,-0.978,-686.9649658,-847.279,1.483146071,26.749
9276,3.358,-0.004,-0.978,-690.9421997,-847.84,1.46551013,26.749
9277,3.408,-0.004,-0.978,-711.8584595,-868.64,1.510828018,26.749
9278,3.438,-0.004,-0.978,-738.8979492,-898.799,1.60530436,26.749
9279,3.478,-0.006,-0.968,-752.0999756,-911.359,1.624452591,26.749
9280,3.518,-0.006,-0.978,-749.2797241,-904.159,1.561681867,26.749
9281,3.548,-0.006,-0.978,-730.1229248,-878.32,1.445350885,26.749
9282,3.598,-0.007,-0.978,-715.0449829,-856.32,1.33133328,26.777
9283,3.628,-0.007,-0.978,-711.5548706,-849.759,1.289798617,26.777
9284,3.658,-0.007,-0.978,-724.2729492,-862.64,1.312825561,26.777
9285,3.698,-0.007,-0.978,-744.222229,-883.359,1.354778409,26.777
9286,3.738,-0.007,-0.978,-762.3155518,-901.84,1.388552904,26.777
9287,3.768,-0.007,-0.978,-765.9389038,-903.919,1.373608589,26.777
9288,3.818,-0.007,-0.978,-756.7280273,-889.52,1.290429831,26.777
9289,3.858,-0.006,-0.978,-740.1312256,-867.039,1.195911884,26.777
9290,3.898,-0.007,-0.978,-730.3744507,-853.44,1.125925183,26.749
9291,3.948,-0.007,-0.958,-739.8051147,-861.52,1.126081467,26.749
9292,3.978,-0.006,-0.978,-755.859436,-878.159,1.14737463,26.749
9293,4.018,-0.006,-0.968,-776.383606,-899.759,1.187365651,26.749
9294,4.058,-0.006,-0.978,-788.1729126,-911.2,1.186611652,26.749
9295,4.098,-0.006,-0.978,-781.5803223,-901.44,1.129695058,26.749
9296,4.118,-0.006,-0.978,-760.979126,-876.64,1.047841311,26.722
9297,4.178,-0.006,-0.978,-745.303894,-855.759,0.954454064,26.722
9298,4.208,-0.006,-0.978,-741.5106201,-850.079,0.92146349,26.749
9299,4.248,-0.006,-0.968,-754.9196167,-863.759,0.933698058,26.749
9300,4.288,-0.006,-0.988,-777.7683105,-888.239,0.957720637,26.749
9301,4.328,-0.007,-0.978,-798.1655884,-910.239,0.985995233,26.749
9302,4.368,-0.007,-0.978,-803.5435791,-914.799,0.968708515,26.777
9303,4.418,-0.008,-0.978,-789.4213867,-897.279,0.889794111,26.777
9304,4.458,-0.008,-0.978,-769.2996826,-873.039,0.810260236,26.777
9305,4.508,-0.008,-0.978,-754.3967896,-854.559,0.741208076,26.777
9306,4.538,-0.008,-0.978,-750.7960205,-849.599,0.713497996,26.777
9307,4.588,-0.007,-0.978,-770.1326904,-869.679,0.724461854,26.777
9308,4.628,-0.007,-0.978,-795.1634521,-896.879,0.751808286,26.777
9309,4.668,-0.007,-0.978,-811.6820068,-914.479,0.759544075,26.749
9310,4.718,-0.007,-0.978,-808.6539307,-909.84,0.717209816,26.749
9311,4.748,-0.007,-0.978,-791.7793579,-890.159,0.662203968,26.749
9312,4.788,-0.006,-0.978,-772.8667603,-867.759,0.601685345,26.749
9313,4.828,-0.006,-0.978,-759.8762817,-852.4,0.553954303,26.722
9314,4.858,-0.006,-0.978,-768.8325806,-861.919,0.551383913,26.722
9315,4.908,-0.006,-0.978,-789.7651978,-884.559,0.556361854,26.722
9316,4.948,-0.006,-0.978,-808.3828125,-904.799,0.56248337,26.722
9317,4.968,-0.006,-0.978,-815.0779419,-912,0.560757458,26.722
9318,5.018,-0.006,-0.978,-803.2019653,-898,0.509383202,26.722
9319,5.058,-0.006,-0.978,-785.4161987,-877.599,0.458256304,26.722
9320,5.098,-0.007,-0.978,-769.7545166,-859.919,0.412133664,26.722
9321,5.138,-0.007,-0.978,-770.0344238,-859.84,0.390347689,26.749
9322,5.178,-0.008,-0.978,-784.9758911,-876.559,0.385539055,26.749
9323,5.218,-0.008,-0.978,-805.7316284,-899.44,0.388543457,26.777
9324,5.258,-0.008,-0.968,-820.017334,-915.119,0.386369616,26.777
9325,5.298,-0.008,-0.978,-816.5079956,-910.959,0.35442847,26.777
9326,5.338,-0.008,-0.978,-797.2771606,-889.279,0.310236722,26.777
9327,5.388,-0.008,-0.978,-777.1755371,-866.64,0.263392836,26.777
9328,5.418,-0.007,-0.978,-770.9779053,-859.279,0.243722543,26.749
9329,5.458,-0.007,-0.978,-777.2873535,-866.239,0.228919744,26.749
9330,5.498,-0.007,-0.978,-796.1087036,-887.2,0.224016398,26.749
9331,5.548,-0.007,-0.978,-819.4793091,-913.279,0.216247812,26.749
9332,5.578,-0.007,-0.978,-823.5473633,-917.84,0.202903703,26.722
9333,5.618,-0.007,-0.978,-817.1212158,-910.719,0.176290795,26.722
9334,5.658,-0.006,-0.978,-791.9192505,-882.4,0.140043393,26.722
9335,5.698,-0.006,-0.978,-770.6837158,-858.799,0.10860116,26.722
9336,5.748,-0.007,-0.978,-764.8555298,-852.719,0.081679992,26.722
9337,5.788,-0.006,-0.978,-778.3187866,-867.679,0.070282027,26.722
9338,5.838,-0.006,-0.968,-805.2922974,-898.079,0.060829323,26.722
9339,5.868,-0.006,-0.968,-825.6616821,-921.039,0.054069672,26.722
9340,5.908,-0.007,-0.978,-822.3926392,-917.919,0.027916778,26.722
9341,5.948,-0.007,-0.978,-807.9037476,-902,0.003749536,26.749
9342,5.988,-0.008,-0.968,-785.3259888,-877.359,-0.018335667,26.749
9343,6.038,-0.008,-0.978,-771.2388306,-862,-0.045416925,26.749
9344,6.068,-0.008,-0.978,-771.2206421,-862.239,-0.05822299,26.777
9345,6.108,-0.008,-0.978,-785.2359619,-878.32,-0.074530572,26.749
9346,6.148,-0.008,-0.978,-807.4855957,-903.679,-0.091557235,26.749
9347,6.178,-0.008,-0.978,-817.463562,-915.2,-0.105287626,26.749
9348,6.228,-0.008,-0.978,-810.8327637,-908.32,-0.128116369,26.749
9349,6.268,-0.007,-0.968,-794.4094849,-890,-0.140369788,26.749
9350,6.298,-0.007,-0.978,-776.3560791,-870.079,-0.153273806,26.722
9351,6.338,-0.007,-0.978,-765.3269653,-858.159,-0.1672436,26.722
9352,6.378,-0.007,-0.988,-773.6164551,-868,-0.187642857,26.722
9353,6.418,-0.007,-0.978,-795.0421753,-892.64,-0.20707573,26.722
9354,6.458,-0.007,-0.978,-813.4265137,-913.919,-0.229608804,26.722
9355,6.498,-0.007,-0.968,-811.3590088,-912.159,-0.243375555,26.722
9356,6.538,-0.007,-0.978,-801.4597168,-901.599,-0.259256512,26.722
9357,6.578,-0.006,-0.978,-781.6482544,-879.599,-0.265955389,26.722
9358,6.618,-0.007,-0.978,-765.6235962,-862.32,-0.274400771,26.722
9359,6.658,-0.007,-0.978,-765.5791016,-862.879,-0.289171576,26.722
9360,6.698,-0.007,-0.978,-783.1863403,-883.44,-0.314014405,26.722
9361,6.738,-0.008,-0.948,-804.6168213,-908.64,-0.335594684,26.722
9362,6.778,-0.008,-0.978,-817.5080566,-924,-0.367897213,26.749
9363,6.818,-0.008,-0.978,-813.1453247,-919.759,-0.381239116,26.749
9364,6.848,-0.008,-0.978,-791.6884155,-895.919,-0.377715945,26.749
9365,6.898,-0.008,-0.978,-770.5077515,-872.719,-0.3802194,26.749
9366,6.948,-0.008,-0.978,-758.0690308,-859.44,-0.387752652,26.749
9367,6.988,-0.008,-0.978,-761.8011475,-864.4,-0.404533982,26.749
9368,7.018,-0.008,-0.978,-783.7747192,-890,-0.434217364,26.749
9369,7.068,-0.007,-0.978,-803.0991211,-912.719,-0.469328016,26.722
9370,7.118,-0.007,-0.978,-812.1029663,-924,-0.496909082,26.722
9371,7.148,-0.007,-0.978,-803.8781738,-915.2,-0.499943495,26.722
9372,7.188,-0.008,-0.968,-784.0037842,-893.52,-0.492535621,26.722
9373,7.228,-0.007,-0.978,-760.4976196,-867.119,-0.482629776,26.722
9374,7.258,-0.007,-0.978,-757.1269531,-863.84,-0.48872143,26.722
9375,7.298,-0.007,-0.978,-764.944458,-873.599,-0.510369897,26.694
9376,7.338,-0.006,-0.978,-785.9379272,-898.32,-0.54725337,26.694
9377,7.378,-0.006,-0.978,-802.456665,-918.159,-0.581038654,26.694
9378,7.418,-0.007,-0.978,-801.4572754,-918.079,-0.59469074,26.722
9379,7.458,-0.007,-0.978,-788.3490601,-903.84,-0.591785789,26.722
9380,7.488,-0.008,-0.978,-769.7303467,-883.279,-0.578410327,26.722
9381,7.538,-0.008,-0.968,-756.3654175,-868.879,-0.574550986,26.722
9382,7.578,-0.008,-0.978,-754.5140381,-867.599,-0.586201668,26.722
9383,7.618,-0.008,-0.978,-769.749939,-886.079,-0.619604945,26.749
9384,7.658,-0.008,-0.978,-786.3266602,-906.159,-0.656125128,26.749
9385,7.698,-0.008,-0.978,-793.5532837,-915.44,-0.67989558,26.749
9386,7.728,-0.008,-0.968,-788.3656006,-910.079,-0.679809511,26.749
9387,7.778,-0.008,-0.978,-770.3717651,-890.32,-0.67006433,26.749
9388,7.818,-0.008,-0.978,-752.4157104,-870.32,-0.654249907,26.749
9389,7.848,-0.008,-0.978,-746.2857056,-863.84,-0.653313339,26.722
9390,7.898,-0.008,-0.978,-754.1265869,-874.079,-0.680056036,26.722
9391,7.938,-0.007,-0.978,-772.3547363,-896,-0.720981598,26.722
9392,7.978,-0.007,-0.968,-789.3797607,-916.799,-0.760128081,26.722
9393,8.018,-0.007,-0.978,-788.7545776,-917.039,-0.773422897,26.722
9394,8.058,-0.007,-0.968,-777.3067017,-904.559,-0.763560474,26.694
9395,8.098,-0.007,-0.978,-754.6506958,-878.959,-0.736955941,26.694
9396,8.138,-0.007,-0.978,-738.0562744,-860.4,-0.718542874,26.694
9397,8.188,-0.007,-0.938,-740.7186279,-864.559,-0.729930937,26.694
9398,8.218,-0.007,-0.968,-755.5149536,-882.719,-0.770111501,26.694
9399,8.268,-0.007,-0.968,-777.0684814,-909.279,-0.824946761,26.694
9400,8.298,-0.007,-0.978,-788.6447754,-923.679,-0.858116388,26.722
9401,8.338,-0.008,-0.978,-787.7425537,-923.84,-0.868887246,26.722
9402,8.378,-0.008,-0.978,-765.8623047,-898.959,-0.83658427,26.722
9403,8.418,-0.008,-0.968,-745.128479,-875.359,-0.804477513,26.749
9404,8.448,-0.008,-0.978,-731.1395874,-859.52,-0.786015213,26.749
9405,8.498,-0.008,-0.978,-735.5018921,-865.84,-0.807233095,26.749
9406,8.548,-0.008,-0.978,-749.0758667,-883.119,-0.847804487,26.749
9407,8.578,-0.008,-0.978,-770.6193848,-909.44,-0.901329994,26.749
9408,8.628,-0.008,-0.978,-776.6450195,-917.84,-0.928095877,26.722
9409,8.658,-0.008,-0.978,-772.1931763,-913.279,-0.92647481,26.722
9410,8.698,-0.008,-0.978,-753.392334,-891.84,-0.895605326,26.722
9411,8.738,-0.008,-0.978,-734.8293457,-870.64,-0.864926994,26.722
9412,8.778,-0.008,-0.978,-726.6791382,-861.84,-0.856657088,26.722
9413,8.818,-0.007,-0.978,-736.0444336,-873.759,-0.88631326,26.722
9414,8.848,-0.007,-0.978,-753.4196167,-895.279,-0.933062971,26.694
9415,8.898,-0.007,-0.978,-764.8762817,-910.239,-0.972419024,26.694
9416,8.938,-0.007,-0.978,-766.1154175,-912.719,-0.985629976,26.694
9417,8.968,-0.007,-0.978,-754.3795776,-899.359,-0.965227425,26.694
9418,9.008,-0.007,-0.978,-736.5432129,-878.879,-0.932593882,26.694
9419,9.058,-0.008,-0.978,-723.2896118,-864.32,-0.91334331,26.694
9420,9.098,-0.008,-0.978,-724.8985596,-867.2,-0.926153779,26.694
9421,9.138,-0.008,-0.978,-737.0350342,-882.799,-0.964627683,26.722
9422,9.178,-0.008,-0.978,-755.2277222,-905.759,-1.019267201,26.722
9423,9.228,-0.008,-0.978,-762.8618774,-916.239,-1.050867438,26.749
9424,9.268,-0.008,-0.978,-758.541748,-912,-1.049438834,26.749
9425,9.308,-0.008,-0.978,-741.4420776,-892.239,-1.01477313,26.749
9426,9.348,-0.008,-0.978,-719.1099854,-866.079,-0.96673578,26.749
9427,9.398,-0.008,-0.968,-712.6414795,-859.359,-0.95968008,26.749
9428,9.438,-0.008,-0.978,-718.0273438,-866.879,-0.983101904,26.722
9429,9.478,-0.008,-0.978,-735.2976685,-888.879,-1.036914945,26.722
9430,9.518,-0.008,-0.978,-757.5688477,-917.039,-1.106058002,26.722
9431,9.558,-0.008,-0.978,-761.3990479,-922.719,-1.125969052,26.722
9432,9.588,-0.007,-0.978,-753.8875732,-914.079,-1.111500859,26.694
9433,9.628,-0.007,-0.978,-734.0020752,-890.719,-1.065586686,26.694
9434,9.668,-0.008,-0.978,-717.4577026,-871.599,-1.029420495,26.694
9435,9.698,-0.007,-0.978,-705.6905518,-857.679,-1.003169894,26.694
9436,9.718,-0.008,-0.978,-713.499939,-867.919,-1.028808594,26.694
9437,9.738,-0.007,-0.988,-733.378418,-892.64,-1.088630438,26.694
9438,9.758,-0.007,-0.968,-751.1889648,-914.959,-1.140940785,26.694
9439,9.778,-0.008,-0.978,-755.3513184,-920.799,-1.159225702,26.694
9440,9.788,-0.008,-0.968,-743.7946167,-906.799,-1.126904488,26.694
9441,9.788,-0.008,-0.978,-724.9138184,-883.599,-1.074647188,26.722
9442,9.958,-0.008,-0.978,-706.8761597,-865.359,-1.057551026,26.722
9443,9.958,-0.008,-0.978,-706.5524902,-864.959,-1.056631684,26.722
9444,9.958,-0.008,-0.978,-719.1109009,-880.479,-1.09256041,26.749
9445,9.938,-0.008,-0.978,-735.4239502,-900.159,-1.135848045,26.749
9446,9.928,-0.008,-0.978,-750.1916504,-918.159,-1.177216172,26.749
9447,9.908,-0.008,-0.978,-749.8792725,-917.279,-1.171943665,26.722
9448,9.888,-0.008,-0.978,-735.4321289,-898.959,-1.125418663,26.722
9449,9.858,-0.008,-0.988,-717.6303711,-876.32,-1.069542408,26.722
9450,9.838,-0.008,-0.978,-710.0470581,-866.479,-1.043161035,26.722
9451,9.808,-0.008,-0.978,-714.1911011,-870.879,-1.048753977,26.722
9452,9.768,-0.008,-0.978,-734.7369995,-895.2,-1.098107576,26.722
9453,9.748,-0.008,-0.978,-748.6700439,-911.84,-1.133338928,26.694
9454,9.718,-0.008,-0.968,-757.8287354,-922.32,-1.151492238,26.694
9455,9.688,-0.008,-0.988,-750.1127319,-912.159,-1.125392556,26.694
9456,9.658,-0.008,-0.978,-731.4882202,-888.559,-1.065645814,26.694
9457,9.628,-0.008,-0.988,-716.3746338,-869.359,-1.019492745,26.694
9458,9.598,-0.008,-0.978,-712.3318481,-863.679,-1.001363516,26.694
9459,9.568,-0.008,-0.978,-723.180542,-876.239,-1.024047494,26.694
9460,9.538,-0.008,-0.978,-746.4227905,-903.919,-1.080188632,26.694
9461,9.508,-0.008,-0.978,-759.6078491,-919.279,-1.109312892,26.722
9462,9.488,-0.011,-0.978,-765.6071167,-927.039,-1.123425841,26.722
9463,9.458,-0.008,-0.978,-753.2835693,-910.32,-1.080469847,26.722
9464,9.428,-0.011,-0.978,-730.4124756,-882.64,-1.01527822,26.749
9465,9.408,-0.011,-0.978,-715.1028442,-863.52,-0.971392453,26.749
9466,9.378,-0.011,-0.978,-717.3209229,-865.52,-0.970727742,26.749
9467,9.358,-0.011,-0.978,-733.0979614,-884.239,-1.006835103,26.749
9468,9.338,-0.011,-0.978,-755.0767212,-910.479,-1.059489846,26.722
9469,9.308,-0.008,-0.978,-771.1661987,-928.32,-1.092245817,26.722
9470,9.288,-0.008,-0.978,-770.2637939,-926.719,-1.08490777,26.722
9471,9.258,-0.008,-0.978,-752.5418701,-904.479,-1.031594038,26.722
9472,9.228,-0.008,-0.968,-736.5268555,-884.32,-0.982677102,26.722
9473,9.208,-0.008,-0.988,-721.671875,-865.919,-0.944070816,26.694
9474,9.178,-0.008,-0.978,-728.0352783,-872.879,-0.951699257,26.694
9475,9.158,-0.008,-0.978,-743.1260376,-890.64,-0.984277308,26.694
9476,9.128,-0.008,-0.978,-763.6677246,-914.719,-1.028239965,26.694
9477,9.098,-0.008,-0.978,-773.9671021,-926.4,-1.046539664,26.694
9478,9.078,-0.008,-0.978,-765.6952515,-915.919,-1.020795345,26.694
9479,9.048,-0.008,-0.978,-747.4597168,-893.2,-0.9687621,26.694
9480,9.018,-0.008,-0.978,-733.9731445,-876.239,-0.929434538,26.722
9481,8.988,-0.008,-0.978,-727.8467407,-868.159,-0.908125818,26.722
9482,8.958,-0.008,-0.978,-739.6212769,-881.599,-0.928584456,26.722
9483,8.918,-0.011,-0.978,-758.5792236,-904.4,-0.965808213,26.749
9484,8.898,-0.011,-0.978,-773.0437012,-921.279,-0.995004117,26.749
9485,8.858,-0.011,-0.978,-777.0748291,-925.119,-0.994003236,26.749
9486,8.828,-0.011,-0.988,-763.2587891,-907.84,-0.95537132,26.749
9487,8.788,-0.011,-0.978,-748.1204224,-888.719,-0.909124374,26.749
9488,8.758,-0.011,-0.978,-733.1290894,-870.079,-0.868433893,26.749
9489,8.718,-0.011,-0.978,-734.1121216,-870.32,-0.860944629,26.749
9490,8.678,-0.008,-0.978,-754.2659912,-892.4,-0.892385244,26.722
9491,8.648,-0.008,-0.988,-771.7076416,-912.479,-0.924339354,26.722
9492,8.618,-0.008,-0.978,-786.3286133,-929.119,-0.946629226,26.722
9493,8.578,-0.008,-0.978,-784.3453369,-925.759,-0.930992961,26.722
9494,8.528,-0.008,-0.978,-768.4127808,-905.599,-0.883009076,26.722
9495,8.508,-0.008,-0.978,-748.7954102,-881.84,-0.836870193,26.694
9496,8.478,-0.008,-0.978,-736.4313965,-866.479,-0.804081559,26.694
9497,8.438,-0.008,-0.978,-745.8619995,-876.719,-0.812744141,26.694
9498,8.408,-0.008,-0.968,-767.5068359,-901.599,-0.846478581,26.694
9499,8.378,-0.008,-0.968,-785.5756226,-922.239,-0.874442816,26.722
9500,8.338,-0.008,-0.978,-796.4127197,-934.079,-0.886314511,26.722
9501,8.298,-0.008,-0.968,-791.4425049,-927.2,-0.86253655,26.722
9502,8.268,-0.008,-0.978,-771.0044556,-902.4,-0.81577456,26.722
9503,8.228,-0.011,-0.978,-753.9616699,-882.479,-0.775086701,26.749
9504,8.188,-0.011,-0.978,-747.9441528,-874.479,-0.753076613,26.749
9505,8.148,-0.011,-0.978,-757.4291382,-884.719,-0.759375393,26.749
9506,8.078,-0.011,-0.978,-781.9782715,-911.919,-0.78348434,26.749
9507,8.078,-0.011,-0.978,-796.9795532,-929.52,-0.810662508,26.749
9508,8.038,-0.008,-0.978,-797.4920654,-928,-0.795904636,26.749
9509,7.988,-0.008,-0.968,-785.4028931,-912.64,-0.757166982,26.749
9510,7.968,-0.008,-0.978,-766.0697021,-889.599,-0.720100105,26.722
9511,7.928,-0.008,-0.978,-753.0748291,-873.52,-0.686945796,26.722
9512,7.888,-0.008,-0.978,-757.6108398,-877.919,-0.682780683,26.722
9513,7.848,-0.008,-0.968,-775.4278564,-897.759,-0.697519183,26.722
9514,7.808,-0.008,-0.978,-795.7138672,-920.479,-0.719227731,26.722
9515,7.768,-0.008,-0.978,-806.0768433,-931.599,-0.722403586,26.722
9516,7.728,-0.008,-0.978,-803.2290039,-927.359,-0.704545081,26.722
9517,7.688,-0.008,-0.978,-783.8858643,-904,-0.662239194,26.722
9518,7.648,-0.008,-0.978,-766.3561401,-882.799,-0.624126971,26.722
9519,7.608,-0.008,-0.978,-757.4241333,-871.599,-0.599296033,26.722
9520,7.568,-0.008,-1.018,-766.8026733,-881.679,-0.607771456,26.722
9521,7.538,-0.008,-0.978,-791.1815796,-909.119,-0.623322964,26.722
9522,7.498,-0.008,-0.978,-808.43573,-928.159,-0.632844448,26.722
9523,7.458,-0.008,-0.978,-814.2003784,-933.919,-0.626201689,26.749
9524,7.418,-0.011,-0.978,-800.885437,-918.959,-0.598324597,26.749
9525,7.388,-0.011,-0.978,-783.0385742,-897.759,-0.565681398,26.777
9526,7.338,-0.011,-0.978,-763.7694702,-874.559,-0.526018381,26.749
9527,7.308,-0.011,-0.978,-762.2700806,-872.239,-0.514595807,26.749
9528,7.268,-0.008,-0.968,-777.583374,-887.759,-0.513226628,26.749
9529,7.228,-0.008,-0.978,-802.9025879,-916,-0.529263794,26.749
9530,7.188,-0.008,-0.978,-817.9379883,-932.4,-0.530523598,26.749
9531,7.158,-0.008,-0.978,-817.4315186,-931.2,-0.518531621,26.722
9532,7.118,-0.008,-0.978,-805.6903076,-916.959,-0.491526067,26.722
9533,7.068,-0.008,-0.978,-782.0366821,-888.959,-0.450530827,26.722
